Estado,Nombre de Estado,Numero de Caso,Peatones,Personas _no_vehiculos,Vehiculos automotores,Vehiculos estacionados,Condado,Nombre Condado,Ciudad,Nombre Ciudad,Mes,Nombre Mes,Dia,Año,Hora,Minuto,Calle,Ruta,Nombre Ruta,Rural o Urbanoo,Sistema Funcional,Dueño Calle,Sistema Nacional Carreteras,Jurisdiccion Especial,Milla,Latitud,Longitud,Causa del Accidente,Tipo de Accidente,Tipo Interseccion,Columna1,Lugar en la calle,Zona de Trabajo,Luz,Clima,Autobus Escolar,Cruce de Trenes,Hora Notificacion,Minuto Notificacion,Hora Llegada,Minuto Llegada,Decesos,Fecha,PersonaVehiculo
1,Alabama,10059,1,1,1,0,73,JEFFERSON (73),350,BIRMINGHAM,2,Febrero,3,2022,21,33,VINESVILLE RD,6,Calle Local Municipalidad,Urbano,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,33.47926389,-86.901675,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,21,35,21,41,1,03/02/2022,1
1,Alabama,10060,1,2,3,2,89,MADISON (89),0,NO APLICA,2,Febrero,4,2022,11,41,US-231 SR-1,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,3411,34.84658611,-86.57143611,Banqueta,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Nublado,No,NO APLICA,11,42,11,47,1,04/02/2022,2
1,Alabama,10061,0,0,1,0,41,CRENSHAW (41),0,NO APLICA,2,Febrero,4,2022,4,0,CR-28,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,0,31.73043333,-86.186075,Otro objeto (no fijo),El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,4,10,4,23,1,04/02/2022,1
1,Alabama,10062,0,0,1,0,97,MOBILE (97),0,NO APLICA,2,Febrero,5,2022,4,20,CR-BELLINGRATH RD,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,0,30.43118889,-88.159925,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,4,25,5,6,1,05/02/2022,1
1,Alabama,10063,0,0,1,0,33,COLBERT (33),0,NO APLICA,2,Febrero,5,2022,23,35,CR-42,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,0,34.629125,-87.69761111,Zanja,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,0,14,1,3,1,05/02/2022,3
1,Alabama,10064,0,0,3,0,125,TUSCALOOSA (125),0,NO APLICA,2,Febrero,6,2022,18,10,I-59,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,617,33.08685833,-87.67861111,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,18,15,18,30,1,06/02/2022,4
1,Alabama,10065,0,0,2,0,111,RANDOLPH (111),0,NO APLICA,2,Febrero,9,2022,2,55,US-431 SR-1,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,2046,33.43500833,-85.55818333,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,2,58,3,28,1,09/02/2022,2
1,Alabama,10066,0,0,2,0,125,TUSCALOOSA (125),3050,TUSCALOOSA,2,Febrero,10,2022,20,0,UNIVERSITY BLVD,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,33.21195,-87.55968889,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,20,3,20,8,1,10/02/2022,2
1,Alabama,10067,0,0,3,2,9,BLOUNT (9),0,NO APLICA,2,Febrero,10,2022,10,34,US-231 SR-53,2,US Highway,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,2562,33.97541944,-86.49626111,Zanja,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,10,32,10,41,1,10/02/2022,1
1,Alabama,10068,0,0,2,0,113,RUSSELL (113),0,NO APLICA,2,Febrero,10,2022,18,12,SR-208,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,1,32.14725278,-85.06246111,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Atardecer,Despejado,No,NO APLICA,18,12,18,50,2,10/02/2022,4
1,Alabama,10069,0,0,2,0,19,CHEROKEE (19),1852,LEESBURG,2,Febrero,11,2022,11,0,CR-WEISS LAKE BLVD,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,0,34.17228611,-85.78459444,Vehiculo en movimiento,Golpe Lateral - misma direccion,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,11,12,11,19,1,11/02/2022,2
1,Alabama,10070,1,1,1,0,55,ETOWAH (55),1280,GADSDEN,2,Febrero,11,2022,23,30,FORREST AVE,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,34.01848056,-86.06209167,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,23,30,23,44,1,11/02/2022,1
1,Alabama,10071,0,0,2,0,73,JEFFERSON (73),0,NO APLICA,2,Febrero,11,2022,13,25,I-59,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1163,33.46196667,-86.94317222,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,11/02/2022,2
1,Alabama,10072,0,0,2,0,39,COVINGTON (39),0,NO APLICA,2,Febrero,11,2022,15,0,SR-55,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,367,31.40540833,-86.59879167,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,15,0,15,17,1,11/02/2022,3
1,Alabama,10073,0,0,2,0,89,MADISON (89),0,NO APLICA,2,Febrero,11,2022,16,20,CR-RYLAND PIKE,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,0,34.76810556,-86.44021111,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Atardecer,Despejado,No,NO APLICA,16,27,16,43,1,11/02/2022,2
1,Alabama,10074,0,0,2,0,89,MADISON (89),3026,TRIANA,2,Febrero,11,2022,15,58,WALL TRIANA HWY,6,Calle Local Municipalidad,Urbano,Colector Mayor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,34.59643889,-86.7544,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,15,57,16,12,1,11/02/2022,2
1,Alabama,10075,0,0,1,0,127,WALKER (127),2880,SUMITON,2,Febrero,11,2022,21,52,OLD WARRIOR RD,6,Calle Local Municipalidad,Rural,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,33.73998889,-87.04042222,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,21,52,21,57,1,11/02/2022,2
1,Alabama,10076,0,0,2,0,69,HOUSTON (69),930,DOTHAN,2,Febrero,12,2022,1,15,US- SR-1,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,0,31.16331389,-85.402075,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,En el medio,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,1,19,1,29,1,12/02/2022,4
1,Alabama,10077,1,1,1,0,101,MONTGOMERY (101),2130,MONTGOMERY,2,Febrero,12,2022,18,6,US-80 SR-1 W SOUTH BLVD,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,0,32.32766389,-86.33686944,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,18,7,18,14,1,12/02/2022,1
1,Alabama,10078,0,0,1,0,21,CHILTON (21),0,NO APLICA,2,Febrero,13,2022,3,6,SR-22,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,479,32.73781111,-86.89875278,Poste,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,13/02/2022,1
1,Alabama,10079,0,0,1,0,89,MADISON (89),1730,HUNTSVILLE,2,Febrero,13,2022,99,99,HOBBS ISLAND RD SE,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,34.56522778,-86.54702222,Poste de Señal de trafico,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Construccion,Oscuro sin iluminacion,Nublado,No,NO APLICA,21,19,21,37,1,13/02/2022,1
1,Alabama,10080,0,0,3,0,43,CULLMAN (43),0,NO APLICA,2,Febrero,14,2022,7,35,US-31 SR-3,2,US Highway,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,3342,34.28983889,-86.89776111,Vehiculo en movimiento,Golpe Lateral - direccion contraria,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,7,32,7,46,2,14/02/2022,3
1,Alabama,10081,0,0,5,0,81,LEE (81),200,AUBURN,2,Febrero,14,2022,13,18,I-85,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,520,32.56503056,-85.49421111,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Mantenimiento,Dia total,Despejado,No,NO APLICA,13,18,13,36,1,14/02/2022,8
1,Alabama,10082,0,0,3,0,85,LOWNDES (85),0,NO APLICA,2,Febrero,14,2022,17,7,I-65,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1577,32.19472778,-86.41760278,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,7,17,20,1,14/02/2022,4
1,Alabama,10083,0,0,2,0,69,HOUSTON (69),0,NO APLICA,2,Febrero,16,2022,19,46,US-431 SR-1,2,US Highway,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,215,31.30443056,-85.35571667,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,20,4,20,14,1,16/02/2022,4
1,Alabama,10084,0,0,1,0,55,ETOWAH (55),0,NO APLICA,2,Febrero,16,2022,17,55,US-431 SR-1,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,2713,34.07614444,-86.12198611,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,16/02/2022,1
1,Alabama,10085,0,0,2,0,83,LIMESTONE (83),0,NO APLICA,2,Febrero,16,2022,14,19,SR-251,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,101,34.89972222,-86.81962222,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,19,14,25,1,16/02/2022,2
1,Alabama,10086,1,1,1,0,83,LIMESTONE (83),9997,Other,2,Febrero,15,2022,20,28,I-565,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,30,34.64304444,-86.83889444,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,20,28,20,38,1,15/02/2022,2
1,Alabama,10087,1,1,2,0,103,MORGAN (103),2545,PRICEVILLE,2,Febrero,15,2022,6,9,SR-67,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,330,34.49550833,-86.84614444,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Amanecer,Despejado,No,NO APLICA,6,9,6,12,1,15/02/2022,1
1,Alabama,10088,1,2,2,1,103,MORGAN (103),890,DECATUR,2,Febrero,15,2022,14,41,I-65,1,Interestatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,3360,34.56833056,-86.91113333,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre Acotamiento,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,15/02/2022,1
1,Alabama,10089,0,0,2,0,79,LAWRENCE (79),0,NO APLICA,2,Febrero,16,2022,10,50,SR-20,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,576,34.64899167,-87.16828611,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,11,5,1,16/02/2022,2
1,Alabama,10090,0,0,2,0,125,TUSCALOOSA (125),0,NO APLICA,2,Febrero,17,2022,13,45,US-11 SR-7,2,US Highway,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,694,33.12255278,-87.65813056,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,45,13,50,1,17/02/2022,4
1,Alabama,10091,1,1,1,0,97,MOBILE (97),0,NO APLICA,2,Febrero,17,2022,18,30,CR-MCDONALD RD,4,Calle del Condado,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,0,30.49632222,-88.21703611,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,99,99,99,99,1,17/02/2022,1
1,Alabama,10092,0,0,2,0,81,LEE (81),0,NO APLICA,2,Febrero,18,2022,6,11,US-80 SR-8,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1928,32.43865278,-85.37714444,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Amanecer,Nublado,No,NO APLICA,6,11,6,21,1,18/02/2022,2
1,Alabama,10093,0,0,2,0,77,LAUDERDALE (77),0,NO APLICA,2,Febrero,18,2022,10,3,US-43 SR-13,2,US Highway,Rural,Arteria Principal,State Highway Agency,0,Sin jurisdiccion especial,3287,34.90004444,-87.53178056,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,10,3,10,10,1,18/02/2022,2
1,Alabama,10094,1,1,1,0,73,JEFFERSON (73),350,BIRMINGHAM,2,Febrero,18,2022,10,22,FIVE MILE RD,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,33.60484722,-86.70023333,No vehiculo o remolque,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,10,22,10,30,1,18/02/2022,3
1,Alabama,10095,0,0,1,0,47,DALLAS (47),0,NO APLICA,2,Febrero,19,2022,21,30,SR-219,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,18,32.40913056,-87.08306944,Culvert,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,21,30,21,58,1,19/02/2022,1
1,Alabama,10096,0,0,1,0,115,ST. CLAIR (115),0,NO APLICA,2,Febrero,20,2022,6,18,I-20,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1431,33.56252222,-86.54143056,Fin de valla,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,20/02/2022,1
1,Alabama,10097,0,0,1,0,101,MONTGOMERY (101),0,NO APLICA,2,Febrero,20,2022,17,8,CR-WARES FERRY RD,4,Calle del Condado,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,0,32.39820833,-86.107825,Poste,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,8,17,40,1,20/02/2022,3
1,Alabama,10098,0,0,1,0,51,ELMORE (51),2940,TALLASSEE,2,Febrero,21,2022,9,58,SR-229,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,107,32.58481111,-85.93976389,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,lluvia,No,NO APLICA,99,99,10,23,1,21/02/2022,1
1,Alabama,10099,0,0,2,0,107,PICKENS (107),0,NO APLICA,2,Febrero,21,2022,10,10,SR-17,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,1970,33.2217,-88.09652778,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,lluvia,No,NO APLICA,10,10,10,39,1,21/02/2022,2
1,Alabama,10100,0,0,1,0,49,DEKALB (49),0,NO APLICA,2,Febrero,21,2022,16,10,I-59,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,2053,34.27925833,-85.87705833,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,lluvia,No,NO APLICA,16,10,16,25,2,21/02/2022,3
1,Alabama,10101,1,1,2,0,15,CALHOUN (15),0,NO APLICA,2,Febrero,21,2022,20,29,US-431 SR-1,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,2403,33.78220278,-85.89652222,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,lluvia,No,NO APLICA,20,29,20,40,1,21/02/2022,3
1,Alabama,10102,0,0,2,0,97,MOBILE (97),2713,SARALAND,2,Febrero,22,2022,5,45,CELESTE RD,6,Calle Local Municipalidad,Rural,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,30.89233056,-88.12446111,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Amanecer,Nublado,No,NO APLICA,5,45,5,50,1,22/02/2022,2
1,Alabama,10103,0,0,1,0,55,ETOWAH (55),2562,RAINBOW CITY,2,Febrero,23,2022,22,21,EAST GRAND AVE sr-77,6,Calle Local Municipalidad,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,0,33.94503056,-86.02791111,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro - iluminacion desconocida,Despejado,No,NO APLICA,22,21,22,25,1,23/02/2022,1
1,Alabama,10104,0,0,2,0,3,BALDWIN (3),0,NO APLICA,2,Febrero,24,2022,0,24,US-90 SR-16,2,US Highway,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,532,30.63296389,-87.78659444,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,0,24,0,36,1,24/02/2022,2
1,Alabama,10105,0,0,2,0,69,HOUSTON (69),930,DOTHAN,2,Febrero,24,2022,8,46,FLYNN RD,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,31.272075,-85.43224167,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,8,46,8,53,1,24/02/2022,8
1,Alabama,10106,0,0,2,0,15,CALHOUN (15),2370,OXFORD,2,Febrero,24,2022,14,20,SR-202,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,20,33.61908056,-85.92467778,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,20,14,28,1,24/02/2022,2
1,Alabama,10107,0,0,2,0,77,LAUDERDALE (77),0,NO APLICA,2,Febrero,24,2022,18,0,CR-47,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,0,34.88615556,-87.61361389,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Atardecer,Nublado,No,NO APLICA,99,99,19,0,1,24/02/2022,2
1,Alabama,10108,0,0,1,0,49,DEKALB (49),0,NO APLICA,2,Febrero,24,2022,19,55,CR-3,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,0,34.3388,-86.08115,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,99,99,20,25,1,24/02/2022,1
1,Alabama,10109,0,0,1,0,43,CULLMAN (43),0,NO APLICA,2,Febrero,24,2022,20,40,CR-437,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,0,34.06514722,-86.92141667,Zanja,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,20,40,20,56,1,24/02/2022,1
1,Alabama,10110,1,1,1,0,85,LOWNDES (85),0,NO APLICA,2,Febrero,25,2022,21,10,I-65,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1432,32.0065,-86.52220278,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,25/02/2022,1
